,sentence,unviolated_sentence,condition,interference,transition,violation,trigger_number,filler,quantity,tokens,token_scores,sentence_score
5382,The plumber who hate the athlete climbs.,The plumber who hates the athlete climbs.,filler,-,absent,yes,singular,number,,"['The', 'Ġpl', 'umber', 'Ġwho', 'Ġhates', 'Ġthe', 'Ġathlete', 'Ġclimbs', '.', '<|endoftext|>']",[ -3.27810286  -9.89060214  -2.66838078  -2.93478392  -9.7172775  -2.16570281 -13.24440768 -10.89242557  -5.01865389  -5.14579777],-5.082225831525182
4714,The athletes that avoids the men sing.,The athletes that avoid the men sing.,filler,-,absent,yes,plural,number,,"['The', 'Ġathletes', 'Ġthat', 'Ġavoid', 'Ġthe', 'Ġmen', 'Ġsing', '.', '<|endoftext|>']",[ -3.27810286 -11.20796205  -4.2829132   -9.86649325  -1.67517091  -7.09163664 -13.70911028  -3.15650936  -5.02513121],-5.02513120830553
9794,The pilot that loves the woman prays.,The pilot that loves the woman prays.,filler,-,absent,no,singular,number,,"['The', 'Ġpilot', 'Ġthat', 'Ġloves', 'Ġthe', 'Ġwoman', 'Ġpr', 'ays', '.', '<|endoftext|>']",[ -3.27810286  -8.57219694  -6.25233457  -9.6102371   -2.72132495  -8.21738435 -11.47930909  -3.44375612  -3.09010315  -4.72721104],-5.489772801951887
9897,The judges who dislike the vets sing.,The judges who dislike the vets sing.,filler,-,absent,no,plural,number,,"['The', 'Ġjudges', 'Ġwho', 'Ġdislike', 'Ġthe', 'Ġvets', 'Ġsing', '.', '<|endoftext|>']",[ -3.27810286 -10.01571657  -3.27553559 -11.59391017  -1.86222842 -12.32114411 -10.03456878  -4.306015    -5.16158291],-5.161582911555902
9018,The farmer whom hates the actor swims.,The farmer whom the actor hates swims.,filler,-,absent,yes,singular,pos,,"['The', 'Ġfarmer', 'Ġwhom', 'Ġthe', 'Ġactor', 'Ġhates', 'Ġswim', 's', '.', '<|endoftext|>']",[ -3.27810286 -10.3002396   -6.85293575  -2.16287231  -7.94747926  -9.05329132 -13.69367985  -0.12950899  -4.8477402   -5.01598358],-5.934459667060596
8430,The tailors whom fear the painters smoke.,The tailors whom the painters fear smoke.,filler,-,absent,yes,plural,pos,,"['The', 'Ġtail', 'ors', 'Ġwhom', 'Ġthe', 'Ġpain', 'ters', 'Ġfear', 'Ġsmoke', '.', '<|endoftext|>']",[ -3.27810286  -9.79314424  -3.94284825  -8.70669557  -2.37402343 -10.5723419   -1.14427182  -7.33071896 -12.64534759  -4.17071531  -4.89076234],-4.890762343155112
13497,The man whom the actor avoids lies.,The man whom the actor avoids lies.,filler,-,absent,no,singular,pos,,"['The', 'Ġman', 'Ġwhom', 'Ġthe', 'Ġactor', 'Ġavoids', 'Ġlies', '.', '<|endoftext|>']",[ -3.27810286  -6.04503633  -6.10566715  -2.20377353  -7.20796966 -11.71845244 -10.31646734  -5.17723846  -5.25040437],-6.045036325695958
1531,The athletes whom the waiters fear smoke.,The athletes whom the waiters fear smoke.,filler,-,absent,no,plural,pos,,"['The', 'Ġathletes', 'Ġwhom', 'Ġthe', 'Ġwait', 'ers', 'Ġfear', 'Ġsmoke', '.', '<|endoftext|>']",[ -3.27810286 -11.20796205  -8.48619078  -2.03535466 -11.91254425  -1.03366471  -7.21507262 -13.12869265  -4.24990844  -4.86161807],-6.038345346286661
13143,The judge that dislike the pilot lies.,The judge that dislikes the pilot lies.,filler,-,absent,yes,singular,number,,"['The', 'Ġjudge', 'Ġthat', 'Ġdisl', 'ikes', 'Ġthe', 'Ġpilot', 'Ġlies', '.', '<|endoftext|>']",[ -3.27810286  -8.19361879  -4.97791288 -13.36279297  -0.28911592  -2.02864833  -8.26000982  -9.38824467  -2.51945498  -4.92691038],-4.952411630330936
7085,The plumbers who loves the painters cheat.,The plumbers who love the painters cheat.,filler,-,absent,yes,plural,number,,"['The', 'Ġpl', 'umbers', 'Ġwho', 'Ġlove', 'Ġthe', 'Ġpain', 'ters', 'Ġcheat', '.', '<|endoftext|>']",[ -3.27810286  -9.89060214  -3.9273529   -3.07785795  -6.7016373  -2.56348803  -7.45525358  -5.25382995 -11.63774874  -2.46390536  -5.07841491],-5.078414908665181
9256,The waiter who likes the judge cheats.,The waiter who likes the judge cheats.,filler,-,absent,no,singular,number,,"['The', 'Ġwaiter', 'Ġwho', 'Ġlikes', 'Ġthe', 'Ġjudge', 'Ġche', 'ats', '.', '<|endoftext|>']",[ -3.27810286 -11.63503266  -2.79667666  -9.27642064  -3.43116383 -10.78433226 -11.63520809  -0.74988937  -3.06210321  -5.01986697],-4.225515400072618
9155,The painters that fear the teachers swim.,The painters that fear the teachers swim.,filler,-,absent,no,plural,number,,"['The', 'Ġpain', 'ters', 'Ġthat', 'Ġfear', 'Ġthe', 'Ġteachers', 'Ġswim', '.', '<|endoftext|>']",[ -3.27810286  -9.73519131  -5.15680308  -4.5746765  -10.45954896  -1.81507871 -10.61666108 -13.80656432  -4.30953215  -4.58334349],-4.870073282454131
14286,The chef whom loves the judge sings.,The chef whom the judge loves sings.,filler,-,absent,yes,singular,pos,,"['The', 'Ġchef', 'Ġwhom', 'Ġthe', 'Ġjudge', 'Ġloves', 'Ġsings', '.', '<|endoftext|>']",[ -3.27810286 -10.45799256  -8.32341005  -2.69616699  -5.37485504  -9.43613436 -12.32519528  -4.90714267  -4.86719514],-5.374855036119748
9203,The athletes whom like the chefs cheat.,The athletes whom the chefs like cheat.,filler,-,absent,yes,plural,pos,,"['The', 'Ġathletes', 'Ġwhom', 'Ġthe', 'Ġchefs', 'Ġlike', 'Ġcheat', '.', '<|endoftext|>']",[ -3.27810286 -11.20796205  -8.48619078  -2.03535466 -11.4363938  -5.6199341  -13.83512878  -4.00512693  -4.93515015],-5.6199340980068815
5053,The lawyer whom the judge loves cheats.,The lawyer whom the judge loves cheats.,filler,-,absent,no,singular,pos,,"['The', 'Ġlawyer', 'Ġwhom', 'Ġthe', 'Ġjudge', 'Ġloves', 'Ġche', 'ats', '.', '<|endoftext|>']",[ -3.27810286  -9.2220383   -7.72281646  -2.46927644  -3.36893464 -10.49505615 -12.71936038  -1.10663988  -3.42847447  -4.50537872],-3.966926595709557
4065,The tailors whom the bakers dislike cook.,The tailors whom the bakers dislike cook.,filler,-,absent,no,plural,pos,,"['The', 'Ġtail', 'ors', 'Ġwhom', 'Ġthe', 'Ġb', 'akers', 'Ġdislike', 'Ġcook', '.', '<|endoftext|>']",[ -3.27810286  -9.79314424  -3.94284825  -8.70669557  -2.37402343  -8.27281194  -2.27906033  -9.3924408  -10.68724821  -3.32278447  -5.12465662],-5.124656624032791
